manufactory;product_name;segment;category;subcategory;Product ID;Product Available (Inventory)
Other;Satellite Sectional Post Binders;Corporate;Office Supplies;Binders;713;56
3-ring staple pack;3-ring staple pack;Corporate;Office Supplies;Binders;27;229
Wirebound;Wirebound Message Book, 4 per Page;Corporate;Office Supplies;Paper;853;377
Hon;Hon 4-Shelf Metal Bookcases;Corporate;Furniture;Bookcases;1060;272
Hon;Hon GuestStacker Chair;Corporate;Furniture;Chairs;665;243
Tenex;"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped";Corporate;Furniture;Furnishings;1440;25
Other;Aluminum Screw Posts;Corporate;Office Supplies;Binders;1291;423
Other;Letter Size Cart;Corporate;Office Supplies;Storage;606;404
Other;Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black;Corporate;Technology;Phones;1179;374
Other;Macally Suction Cup Mount;Corporate;Technology;Phones;67;439
Xerox;Xerox 1962;Corporate;Office Supplies;Paper;1350;427
Xerox;Xerox 1940;Corporate;Office Supplies;Paper;750;447
Fellowes;Fellowes Mobile File Cart, Black;Corporate;Office Supplies;Storage;898;80
Office Star;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;Consumer;Furniture;Chairs;1106;263
Advantus;Advantus Panel Wall Acrylic Frame;Consumer;Furniture;Furnishings;262;295
Other;3.6 Cubic Foot Counter Height Office Refrigerator;Consumer;Office Supplies;Appliances;134;333
Other;Vinyl Sectional Post Binders;Consumer;Office Supplies;Binders;554;472
GBC;GBC DocuBind 300 Electric Binding Machine;Consumer;Office Supplies;Binders;1139;377
Premier;Premier Elliptical Ring Binder, Black;Home Office;Office Supplies;Binders;810;110
Rogers;Rogers Handheld Barrel Pencil Sharpener;Corporate;Office Supplies;Art;8;340
AT&T;AT&T CL2909;Corporate;Technology;Phones;336;461
ClearOne;ClearOne CHATAttach 160 - speaker phone;Consumer;Technology;Phones;981;137
Bulldog;Bulldog Vacuum Base Pencil Sharpener;Corporate;Office Supplies;Art;699;366
Sanford;Sanford 52201 APSCO Electric Pencil Sharpener;Consumer;Office Supplies;Art;692;445
Belkin;Belkin 8 Outlet Surge Protector;Consumer;Office Supplies;Appliances;102;149
Staple remover;Staple remover;Consumer;Office Supplies;Supplies;490;95
GE;GE 30524EE4;Consumer;Technology;Phones;13;367
Tensor;Tensor Brushed Steel Torchiere Floor Lamp;Consumer;Furniture;Furnishings;1464;339
DAX;DAX Two-Tone Silver Metal Document Frame;Consumer;Furniture;Furnishings;1633;111
Eldon;Eldon Image Series Desk Accessories, Burgundy;Consumer;Furniture;Furnishings;1137;231
Staple-based wall hangings;Staple-based wall hangings;Consumer;Furniture;Furnishings;624;487
Newell;Newell 344;Consumer;Office Supplies;Art;1259;237
Wirebound;Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book;Consumer;Office Supplies;Paper;861;185
Other;"Elite 5"" Scissors";Consumer;Office Supplies;Supplies;1485;55
Memorex;Memorex Micro Travel Drive 16 GB;Consumer;Technology;Accessories;635;219
Memorex;Memorex Micro Travel Drive 16 GB;Consumer;Technology;Accessories;635;333
Xerox;Xerox 1998;Consumer;Office Supplies;Paper;1825;360
Kensington;Kensington Orbit Wireless Mobile Trackball for PC and Mac;Consumer;Technology;Accessories;1417;194
Xerox;Xerox 1888;Consumer;Office Supplies;Paper;1063;465
Bevis;Bevis Oval Conference Table, Walnut;Home Office;Furniture;Tables;129;176
GBC;GBC Premium Transparent Covers with Diagonal Lined Pattern;Consumer;Office Supplies;Binders;638;442
Other;SpineVue Locking Slant-D Ring Binders by Cardinal;Consumer;Office Supplies;Binders;525;70
Avery;Avery 520;Consumer;Office Supplies;Labels;1091;489
AT&T;AT&T 1080 Corded phone;Consumer;Technology;Phones;309;88
Belkin;Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector;Consumer;Office Supplies;Appliances;1173;43
GBC;"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""";Consumer;Office Supplies;Binders;444;135
REDIFORM;"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4";Consumer;Office Supplies;Paper;1635;251
Newell;Newell 310;Consumer;Office Supplies;Art;1040;206
Logitech;Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology;Consumer;Technology;Accessories;1165;413
First Data;First Data TMFD35 PIN Pad;Consumer;Technology;Accessories;1724;5
Okidata;Okidata C610n Printer;Consumer;Technology;Machines;1742;74
Global;Global Chrome Stack Chair;Corporate;Furniture;Chairs;1349;76
Other;Hand-Finished Solid Wood Document Frame;Corporate;Furniture;Furnishings;1231;167
Dixon;DIXON Ticonderoga Erasable Checking Pencils;Corporate;Office Supplies;Art;387;240
Xerox;Xerox 1956;Corporate;Office Supplies;Paper;641;422
Logitech;Logitech G13 Programmable Gameboard with LCD Display;Corporate;Technology;Accessories;1698;442
Global;Global Value Steno Chair, Gray;Consumer;Furniture;Chairs;666;98
Global;Global Low Back Tilter Chair;Consumer;Furniture;Chairs;1164;476
Tensor;"Tensor ""Hersey Kiss"" Styled Floor Lamp";Consumer;Furniture;Furnishings;1364;64
SAFCO;Safco Chair Connectors, 6/Carton;Corporate;Furniture;Chairs;579;469
C-Line;C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings;Corporate;Furniture;Furnishings;277;451
Advantus;Advantus Rolling Drawer Organizers;Consumer;Office Supplies;Storage;682;261
Adams;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages";Corporate;Office Supplies;Paper;904;161
Storex;Storex Dura Pro Binders;Consumer;Office Supplies;Binders;55;466
Other;"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case";Consumer;Office Supplies;Paper;1706;283
Logitech;Logitech ClearChat Comfort/USB Headset H390;Corporate;Technology;Accessories;395;343
Seth Thomas;"Seth Thomas 14"" Putty-Colored Wall Clock";Corporate;Furniture;Furnishings;893;367
Eldon;Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood;Corporate;Furniture;Furnishings;480;247
Eureka;Eureka The Boss Cordless Rechargeable Stick Vac;Corporate;Office Supplies;Appliances;661;398
Avery;Avery 52;Consumer;Office Supplies;Labels;1090;203
Other;"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""";Consumer;Office Supplies;Paper;1625;290
Other;Magnifier Swing Arm Lamp;Consumer;Furniture;Furnishings;1772;175
Other;Self-Adhesive Removable Labels;Consumer;Office Supplies;Labels;1355;158
Xerox;Xerox 1960;Consumer;Office Supplies;Paper;840;167
Kensington;Kensington 6 Outlet Guardian Standard Surge Protector;Consumer;Office Supplies;Appliances;807;241
Southworth;Southworth 100% Résumé Paper, 24lb.;Consumer;Office Supplies;Paper;156;428
Imation;Imation 16GB Mini TravelDrive USB 2.0 Flash Drive;Consumer;Technology;Accessories;1036;229
Other;Zipper Ring Binder Pockets;Consumer;Office Supplies;Binders;251;145
GBC;GBC Wire Binding Combs;Consumer;Office Supplies;Binders;138;370
Eldon;Eldon Radial Chair Mat for Low to Medium Pile Carpets;Home Office;Furniture;Furnishings;1097;109
GBC;GBC Premium Transparent Covers with Diagonal Lined Pattern;Home Office;Office Supplies;Binders;638;270
GBC;GBC VeloBinder Manual Binding System;Home Office;Office Supplies;Binders;170;112
Fellowes;Fellowes Black Plastic Comb Bindings;Home Office;Office Supplies;Binders;244;47
Other;Cyber Acoustics AC-202b Speech Recognition Stereo Headset;Home Office;Technology;Phones;1620;258
Staple magnet;Staple magnet;Corporate;Office Supplies;Storage;162;46
Ibico;Ibico EPK-21 Electric Binding System;Corporate;Office Supplies;Binders;871;356
OIC;Binder Clips by OIC;Corporate;Office Supplies;Fasteners;293;191
Xerox;Xerox 1995;Corporate;Office Supplies;Paper;538;31
Eureka;Eureka The Boss Lite 10-Amp Upright Vacuum, Blue;Consumer;Office Supplies;Appliances;1366;420
Memorex;Memorex Micro Travel Drive 8 GB;Consumer;Technology;Accessories;17;260
DAX;DAX Wood Document Frame;Consumer;Furniture;Furnishings;205;488
Cisco;Cisco SPA301;Consumer;Technology;Phones;1378;473
REDIFORM;"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages";Home Office;Office Supplies;Paper;63;273
Logitech;Logitech G602 Wireless Gaming Mouse;Consumer;Technology;Accessories;618;261
Other;Vinyl Sectional Post Binders;Corporate;Office Supplies;Binders;554;190
Other;Performers Binder/Pad Holder, Black;Corporate;Office Supplies;Binders;695;41
Standard;Standard Line “While You Were Out” Hardbound Telephone Message Book;Corporate;Office Supplies;Paper;1668;151
SAFCO;SAFCO Mobile Desk Side File, Wire Frame;Corporate;Office Supplies;Storage;431;141
Sauder;Sauder Camden County Collection Libraries, Planked Cherry Finish;Consumer;Furniture;Bookcases;1088;134
Hoover;Hoover WindTunnel Plus Canister Vacuum;Consumer;Office Supplies;Appliances;656;408
Avery;Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White;Consumer;Office Supplies;Labels;953;405
Adams;Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”;Consumer;Office Supplies;Paper;1587;470
Logitech;Logitech G105 Gaming Keyboard;Consumer;Technology;Accessories;909;23
O'Sullivan;O'Sullivan 4-Shelf Bookcase in Odessa Pine;Consumer;Furniture;Bookcases;39;330
Novimex;Novimex High-Tech Fabric Mesh Task Chair;Consumer;Furniture;Chairs;1399;51
Bevis;Bevis Round Conference Table Top, X-Base;Consumer;Furniture;Tables;476;74
Other;Self-Adhesive Removable Labels;Consumer;Office Supplies;Labels;1355;124
Xerox;Xerox 1908;Consumer;Office Supplies;Paper;1462;204
Wirebound;"Wirebound Service Call Books, 5 1/2"" x 4""";Consumer;Office Supplies;Paper;49;460
Wirebound;Wirebound Message Book, 4 per Page;Consumer;Office Supplies;Paper;853;393
Sony;Sony 64GB Class 10 Micro SDHC R40 Memory Card;Consumer;Technology;Accessories;530;430
Sharp;Sharp AL-1530CS Digital Copier;Consumer;Technology;Copiers;678;320
Belkin;Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors;Corporate;Office Supplies;Appliances;1813;192
BIC;BIC Brite Liner Highlighters;Consumer;Office Supplies;Art;788;423
Other;iHome FM Clock Radio with Lightning Dock;Consumer;Technology;Phones;1726;402
C-Line;C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx;Consumer;Furniture;Furnishings;854;494
Xerox;Xerox 1996;Consumer;Office Supplies;Paper;1498;460
Iris;Iris Project Case;Consumer;Office Supplies;Storage;928;32
SAFCO;Safco Industrial Wire Shelving System;Consumer;Office Supplies;Storage;508;56
Tenex;"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""";Consumer;Furniture;Furnishings;1368;444
Xerox;Xerox 1968;Consumer;Office Supplies;Paper;1751;157
Akro;Akro-Mils 12-Gallon Tote;Consumer;Office Supplies;Storage;772;24
Other;Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16;Home Office;Office Supplies;Storage;1084;96
Global;Global Deluxe Steno Chair;Consumer;Furniture;Chairs;413;188
Bevis;Bevis 36 x 72 Conference Tables;Home Office;Furniture;Tables;297;242
Harmony;Harmony Air Purifier;Home Office;Office Supplies;Appliances;429;418
Newell;Newell 314;Home Office;Office Supplies;Art;312;109
GBC;GBC Imprintable Covers;Consumer;Office Supplies;Binders;1266;361
Xerox;Xerox 1884;Consumer;Office Supplies;Paper;651;455
Nortel;Nortel Business Series Terminal T7208 Digital phone;Consumer;Technology;Phones;1694;392
Xerox;Xerox 1921;Consumer;Office Supplies;Paper;738;285
BIC;BIC Liqua Brite Liner;Consumer;Office Supplies;Art;1696;380
Ibico;Ibico Plastic and Wire Spiral Binding Combs;Consumer;Office Supplies;Binders;250;110
Easy-staple paper;Easy-staple paper;Consumer;Office Supplies;Paper;367;72
Maxell;Maxell Pro 80 Minute CD-R, 10/Pack;Consumer;Technology;Accessories;877;242
Other;"6"" Cubicle Wall Clock, Black";Corporate;Furniture;Furnishings;1745;8
Other;Economy Binders;Corporate;Office Supplies;Binders;1419;194
Other;SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h;Corporate;Office Supplies;Storage;938;248
Other;Economy Binders;Consumer;Office Supplies;Binders;1419;201
Wirebound;Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page;Consumer;Office Supplies;Paper;1093;416
Wilson Jones;"Wilson Jones 1"" Hanging DublLock Ring Binders";Consumer;Office Supplies;Binders;522;462
Global;Global Executive Mid-Back Manager's Chair;Corporate;Furniture;Chairs;1081;175
Wilson Jones;Wilson Jones Century Plastic Molded Ring Binders;Corporate;Office Supplies;Binders;472;41
Xerox;Xerox 1946;Corporate;Office Supplies;Paper;1503;38
Acco;"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders";Corporate;Office Supplies;Binders;1692;254
Other;Multicolor Computer Printout Paper;Corporate;Office Supplies;Paper;1069;386
O'Sullivan;O'Sullivan 3-Shelf Heavy-Duty Bookcases;Home Office;Furniture;Bookcases;1314;398
Other;Recycled Interoffice Envelopes with String and Button Closure, 10 x 13;Corporate;Office Supplies;Envelopes;1269;122
SAFCO;Safco Commercial Shelving;Corporate;Office Supplies;Storage;265;176
Crayola;Crayola Colored Pencils;Corporate;Office Supplies;Art;268;26
Belkin;Belkin F9M820V08 8 Outlet Surge;Consumer;Office Supplies;Appliances;1741;21
Avery;Avery Durable Slant Ring Binders, No Labels;Consumer;Office Supplies;Binders;882;272
XtraLife;"XtraLife ClearVue Slant-D Ring Binder, White, 3""";Consumer;Office Supplies;Binders;1248;404
Avery;Avery 492;Consumer;Office Supplies;Labels;209;183
Eldon;Eldon Gobal File Keepers;Consumer;Office Supplies;Storage;834;59
Logitech;Logitech ClearChat Comfort/USB Headset H390;Consumer;Technology;Accessories;395;116
Canon;Canon Imageclass D680 Copier / Fax;Consumer;Technology;Copiers;559;452
Xerox;Xerox 225;Consumer;Office Supplies;Paper;6;330
Other;Jackery Bar Premium Fast-charging Portable Charger;Consumer;Technology;Phones;1244;191
Ibico;Ibico Covers for Plastic or Wire Binding Elements;Home Office;Office Supplies;Binders;873;213
Other;"Contract Clock, 14"", Brown";Consumer;Furniture;Furnishings;465;194
Other;Heavy-Duty E-Z-D Binders;Consumer;Office Supplies;Binders;1480;280
Eldon;Eldon Expressions Wood Desk Accessories, Oak;Corporate;Furniture;Furnishings;975;271
Other;Col-Erase Pencils with Erasers;Corporate;Office Supplies;Art;1799;485
Fellowes;Fellowes Bankers Box Staxonsteel Drawer File/Stacking System;Corporate;Office Supplies;Storage;1566;75
Logitech;Logitech Desktop MK120 Mouse and keyboard Combo;Corporate;Technology;Accessories;670;39
Electrix;Electrix Halogen Magnifier Lamp;Consumer;Furniture;Furnishings;400;38
Xerox;Xerox 210;Consumer;Office Supplies;Paper;798;369
Bretford;Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables;Consumer;Furniture;Tables;1627;480
Avery;Avery Metallic Poly Binders;Home Office;Office Supplies;Binders;22;12
Razer;Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset;Home Office;Technology;Accessories;1389;339
Other;Cyber Acoustics AC-202b Speech Recognition Stereo Headset;Home Office;Technology;Phones;1620;424
Tripp Lite;Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection;Consumer;Office Supplies;Appliances;1508;39
Other;Convenience Packs of Business Envelopes;Consumer;Office Supplies;Envelopes;908;20
Memorex;Memorex Froggy Flash Drive 8 GB;Consumer;Technology;Accessories;1283;313
Staple-based wall hangings;Staple-based wall hangings;Consumer;Furniture;Furnishings;624;189
Avery;Avery Hole Reinforcements;Corporate;Office Supplies;Binders;243;373
Wilson Jones;"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";Corporate;Office Supplies;Binders;208;381
Other;Clear Mylar Reinforcing Strips;Consumer;Office Supplies;Binders;607;281
Xerox;Xerox 1895;Consumer;Office Supplies;Paper;566;443
Other;Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black;Consumer;Technology;Phones;1376;4
Angle-D;Angle-D Binders with Locking Rings, Label Holders;Consumer;Office Supplies;Binders;766;356
Logitech;Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired;Consumer;Technology;Accessories;1475;161
Stockwell;Stockwell Push Pins;Corporate;Office Supplies;Fasteners;158;204
Plantronics;Plantronics MX500i Earset;Corporate;Technology;Phones;1262;415
Wilson Jones;Wilson Jones Easy Flow II Sheet Lifters;Home Office;Office Supplies;Binders;107;175
Other;Pastel Pink Envelopes;Home Office;Office Supplies;Envelopes;931;450
Enermax;Enermax Briskie RF Wireless Keyboard and Mouse Combo;Corporate;Technology;Accessories;112;417
Other;Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack;Consumer;Office Supplies;Appliances;655;174
Fellowes;Fellowes Twister Kit, Gray/Clear, 3/pkg;Consumer;Office Supplies;Binders;272;22
Ibico;Ibico Ibimaster 300 Manual Binding System;Consumer;Office Supplies;Binders;690;97
Other;Leather Task Chair, Black;Consumer;Furniture;Chairs;883;148
Other;GuestStacker Chair with Chrome Finish Legs;Consumer;Furniture;Chairs;339;177
Electrix;Electrix Halogen Magnifier Lamp;Consumer;Furniture;Furnishings;400;406
Xerox;Xerox 21;Consumer;Office Supplies;Paper;689;465
Hoover;Hoover Commercial Lightweight Upright Vacuum;Consumer;Office Supplies;Appliances;878;140
Global;Global Geo Office Task Chair, Gray;Corporate;Furniture;Chairs;100;417
Other;BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables;Corporate;Furniture;Tables;654;368
Stanley;Stanley Bostitch Contemporary Electric Pencil Sharpeners;Corporate;Office Supplies;Art;1606;132
Motorola;Motorola HK250 Universal Bluetooth Headset;Corporate;Technology;Phones;1500;391
Sterilite;Sterilite Officeware Hinged File Box;Consumer;Office Supplies;Storage;1461;117
Eldon;Eldon Executive Woodline II Desk Accessories, Mahogany;Consumer;Furniture;Furnishings;1057;96
Avery;Avery 49;Consumer;Office Supplies;Labels;564;277
Xerox;Xerox 1975;Consumer;Office Supplies;Paper;1707;282
Xerox;Xerox 1996;Consumer;Office Supplies;Paper;1498;337
Bush;Bush Andora Bookcase, Maple/Graphite Gray Finish;Corporate;Furniture;Bookcases;1044;279
Other;"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle";Consumer;Furniture;Furnishings;95;478
Howard Miller;"Howard Miller 13"" Diameter Goldtone Round Wall Clock";Consumer;Furniture;Furnishings;316;466
